User Review,Star Rating,Date

HubSpot window pop open on every single email and slow other addons that are essential for me.,2 of 5,Nov 18 2021

Outlook bien. HubSpot no. Cuando quiero que un correo tenga seguimiento tarda mucho y en prenderse la instrucción. Y después de enviado se cambia el estilo y se quitan los Bullets,1 of 5,Nov 18 2021

HubSpot add-on on Outlook drastically slows down Outlook - this is the only drawback otherwise it is well intended product.,2 of 5,Nov 18 2021

HubSpot's outlook extension keeps asking me to log in every week. It's a bit annoying.,1 of 5,Nov 18 2021

While the functionality of the Gmail/Outlook email extensions should be the same HubSpot for Outlook must be manually "turned on" every time you access outlook or send an email. While this is a simple change retraining a sales team to manually open their HubSpot add-in is not a welcome one. "Pinning" the HubSpot pane so it stays open has performed inconsistently. I'm sure these issues are on Outlooks side as otherwise the HubSpot add-in works well but because tracking and logging is the basis of the tool and this is no longer guaranteed when opening Outlook it's value is greatly diminished. It not takes more clicks to log an email than it does to forward an email to the HubSpot forwarding address.,2 of 5,Nov 17 2021

As HubSpot keeps crashing my outlook it is Slowing me down . This is affecting my productivity,1 of 5,Nov 17 2021

Outlook very good and very useful for office work and for invite meetings and seeing mails,3 of 5,Nov 17 2021

There are many issues with this integration first of all it only logs emails when the HubSpot extension tab is open but if you pin it open it obscures the email drafting real estate. The meeting link is fine but it doesn't let the user reschedule the event.,2 of 5,Nov 17 2021

bien bien bien bien bien me parece biennnnnnnnnnn.................................................,4 of 5,Nov 15 2021

It was slightly unclear at first but I eventually saw that it would always stay active whenever opening Outlook which is better than having to always sign in when emails were through Gmail.,4 of 5,Nov 15 2021

Outlook is no problem,3 of 5,Nov 15 2021

isn't stable crashes serveral time a day/ is asking always (30 sec) for login because it does not safe the credentials it isn't possible to uncheck contact bar => which makes outlook also crashing,1 of 5,Nov 15 2021

It works decently well. My main issue is when creating an email it loads for a while and I have to sit and wait on the spinning ring to stop. Wish it worked more seamlessly.,2 of 5,Nov 12 2021

The over-all experience with Microsoft is mind-blowing from where they were in the 90s. No more upgrades to the software it is done now by subscription as the updates roll out they are instantly added to one's subscription for use. A lot cheaper than paying $500.00 for the software each year as before and the increased turnaround time when calling (30-minutes or less) for assistance with software issues is a game changer as well.,5 of 5,Nov 12 2021

After the installation you are pretty much ready to go. There's still a lot of features I don't use and default settings I had to change but in general it help the overall sales process.,4 of 5,Nov 12 2021

It started well but kept crashing my outlook so I had to turn it off. Fixed the issue immediately,1 of 5,Nov 12 2021

Outlook works well but the link between Outlook and HubSpot is not always consistent and causes Outlook to crash.,1 of 5,Nov 11 2021

Absolutely love this integration. It saves so much time and helps keep things organized. Suggestions: - track emails that were sent as BCC. - the ability to 'untrack' a certain email after it was sent with tracking on.,4 of 5,Nov 10 2021

The function is not as efficient as it could be. It would be nice if it was possible to exclude emails from specific senders or with specific subjects. Too many unnecessary tickets are created from unimportant emails.,3 of 5,Nov 10 2021

Easy to use excellent tool have made contracting and retaining customer information very easy,4 of 5,Nov 10 2021

Outlook is well functioning and coordinates well with HubSpot. Sometimes Outlook is crashing but this might be other reasons coming from the memory and not from Outlook itself.,5 of 5,Nov 10 2021

Not too different from other email accounts Outlook has the same tools as other email providers.,5 of 5,Nov 9 2021

Outlook has been my go to in all my decades in my sales career. It is easy to use. Best of all I can map my contacts from Outlook.,5 of 5,Nov 9 2021

Good. I like Outlook email. Works for our company. Combined with HubSpot it works well.,4 of 5,Nov 9 2021

good. easily keeps accounts and builds a task system to do and a history and marries to email/outlook 360,5 of 5,Nov 8 2021

Outlook me parece una herramienta muy útil de fácil uso para enviar y recibir correo,3 of 5,Nov 8 2021

The problem is not Outlook. The problem is HubSpot. I am a small business and I have no tech support. I have up to five separate email accounts running from one Outlook system. I find managing HubSpot linking it to the correct email account and denying it access to the others extremely difficult. I do not have time to fiddle with it and learn how to make it work. I need a simple system that will connect my email contacts to their messages and make it easy to track communications with them. HubSpot makes it hard because it wants to run my life rather than just to meet my needs. It is as good as any but it doesn't work for me.,2 of 5,Nov 8 2021

HubSpot is very easy to navigate user friendly and offers good functions even with the free version. However ever since adding the HubSpot integration into outlook it runs slow freezes and fails regularly requiring restart of outlook.,3 of 5,Nov 6 2021

generally happy but lacking features and requires too many logins. please pish to develop this excellent plugin further,5 of 5,Nov 5 2021

no value to my daily business. Not easy to install connect and use. so overall - poor,1 of 5,Nov 5 2021

Outlook is the granddaddy of business communication but is also lacking severely in modern workflows. MS is trying to accomodate that but overall it is still "oldschool",2 of 5,Nov 3 2021

Outlook allows us to manage our client communications and the link with HubSpot allows us to manage this.,4 of 5,Nov 3 2021

Early days using HubSpot can see it will go a long way to help grow the business and solid support Getting used do not like how Outlook the contact information doesn't follow with from one device to another.,4 of 5,Nov 2 2021

it is just an email platform nothing special it does not need to be integrated!,1 of 5,Nov 2 2021

What the heck who cares just get me to where I need to be why are you asking me this,5 of 5,Nov 2 2021

the add in always drops out and i have to re-upload it. the emails never link to the right accounts so i end up with 30 different wrong contacts on one account and it is a ball ache to try and correct. also if you don't correct this error these email will forever go to the wrong profile,1 of 5,Nov 2 2021

excellent its fast and efficient absolutely love it. my clients can email me and i can get hold of them very easily I send and receive emails very fast,5 of 5,Nov 2 2021

Outlook is the only application I use for emails and calendar events. Outlook makes it easy to keep control of my emails.,4 of 5,Nov 2 2021

Nice features to speed up some tasks but once you open the HubSpot plugin it slows the outlook tremendously that you can see the letters appearing on the screen one by one. I am using Outlook for Mac OS,2 of 5,Nov 2 2021

Outlook complet mais austère beaucoup de plantages avec exchange prise en main pas si intuitive,5 of 5,Nov 1 2021

Leider wieder nur eines von vielen CRM Programmen mit guten Ideen aber nicht vollständig.,2 of 5,Nov 1 2021

The integration could be done better on the new outlook for Mac. The gmail integration is better and wish to see those features in the Outlook addin.,1 of 5,Oct 30 2021

It's easy to sync the outlook and HubSpot emails with the connection. Sometimes mail are sent from HubSpot and sometimes from outlook depending on situation. With the systems synced I can see history from both places with ease.,4 of 5,Oct 29 2021

The HubSpot plugin has been quite unreliable and forces me to use Gmail with the HubSpot plugin instead when sending critical emails. - The HubSpot plugin keeps saying that my Outlook account is not linked to HubSpot until I click the "From" email address and re-select the same email address - The email attachments sometimes disappear and are not sent along the email - With the plugin active the CPU usage sometimes go very high and kills battery life - The plugin sometimes shows "No Tracker ID" error messages when trying to click the Track Email checkbox,2 of 5,Oct 29 2021

no problem with emails: easy to set up and synchronization works well No calendar invite appears in my Outlook calendar when scheduled from HubSpot,3 of 5,Oct 29 2021

Not even being able to install this addon in Office365 errors. Nothing decent in the help files to resolve. They should spend some time on creating a decent tep by step guide.,1 of 5,Oct 29 2021

Outlook is amazing HS extension - not so much. They really need to change so you can choose individual accounts to track.,1 of 5,Oct 29 2021

Outlook is working to a certain degree the issue I keep seeing is having email chains assigned to random deals companies and contacts.,2 of 5,Oct 28 2021

Real good use it daily and helps a lot with tasks that ussually are a pain to do,4 of 5,Oct 28 2021

Average . Should be better synced without having to go in and out of the system and the app,4 of 5,Oct 28 2021

Outlook is working perfectly fine. However I want to use the outlook from with CRM so that I can have everything in one place. I can only use a shared mailbox from within but I cannot use the personal (company) email id which defeats the whole purpose. Plus the account manager is more interested in selling the next level up subscriptions and cannot help with technical issues. Tried looking at the community but there is nothing. I am planning to upgrade the subscription but if this is how you treat your beginner/customer then I am really disappointed and will have to think twice before I upgrade.,1 of 5,Oct 28 2021

It's just a tool - but a necessary tool... When dealing with customers who also have Outlook it's important to match them,3 of 5,Oct 28 2021

really poor most of the time we have to turn on HubSpot add-ins manually although it is pinned after 2-3 emails it gets turned off and every time it requires manual action to turn it on.,2 of 5,Oct 27 2021

xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx,4 of 5,Oct 27 2021

nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil'nihil',2 of 5,Oct 26 2021

Slows down outlook when I am logged in. Very cumbersome. Other than that I do not have many complaints..,1 of 5,Oct 25 2021

Keep asking me to log in how am is supposed to that 10 - 12 times every minute,1 of 5,Oct 24 2021

Average. The integration is mostly one way. It would be nice if there was some ability to add emails to HubSpot as needed and limit what is captured. Salesforce does a much better job of this.,4 of 5,Oct 22 2021

Outlook is fine but when I tried to send an email through HubSpot's Outlook integration to keep track of the emails regarding a support ticket two of the recipients I specified in the HubSpot mail client were missed out of the generated email and I did not realise until 3 days later when one of them emailed me asking for an update.,1 of 5,Oct 22 2021

Outlook werkt voor ons goed. Echter willen we zoveel mogelijk in HubSpot doen. Dit kan alleen niet omdat HubSpot teveel beperkingen heeft in het koppelen. Voornamelijk de agendafunctie ontbreekt volledig in HubSpot.,1 of 5,Oct 21 2021

Outlook is great it does what it is supposed to do. The HubSpot add-on slows Outlook down to a crawl. Outlook disables HubSpot all the time due to poor performance.,1 of 5,Oct 21 2021

Still in the trial phases at the moment but seems to be everything we could ever want from a CRM.,3 of 5,Oct 21 2021

We work in a super sucre environment and we have to use a remote desktop and VPN. Everytime we log onto our remote desktop a random server is attributed to us to increase productivity. The HubSpot integration will be disconnected because of that all the time. I need to reinstall and reauthenticate the integration quite frequently and it's really not ideal. Although I understand the issue is coming from our hardcore security measures it would be good if a lighter version of the tracker existed or a better way to integrate outlook-HubSpot was offered for super secured environment.,2 of 5,Oct 20 2021

Outlook serves the expected purpose of our needs and as a coorporation it is by all means a known software for a lot of people. We were happy to see that HubSpot integrated with Outlook - as the funktionalities make our logging and track of email communication linked to customers easy.,4 of 5,Oct 19 2021

Robuste but value added functions are missing (custom templates automated messaging...),1 of 5,Oct 18 2021

It is extremely slow in Mac after finally a few years delay e have the add on Juhu!!!!!! Unfortunately it crashes quite often in Windows since I am using both OS,1 of 5,Oct 18 2021

Ganz okey. Manchmal etwas mühsam dass man sich extra nochmals anmelden muss.,4 of 5,Oct 18 2021

Outlook is fine. The HubSpot add-in is terrible. My Outlook continually crashed and failed to open. I uninstalled the add-in after about a week.,1 of 5,Oct 18 2021

It doesn't save to the right deal all the time so have to keep changing it.,3 of 5,Oct 15 2021

Ottima connessione ma l'esperienza su Gmail è decisamente migliore. I comandi sono più comodi più visibili etc.,4 of 5,Oct 14 2021

The way this captures sales and marketing activity is fantastic. I wish it were a little more transparent about the activities it excludes; I'm never trusting that it's not capturing emails that are excluded from tracking in HS or when I remove the tracking tags.,4 of 5,Oct 14 2021

I could not connect the two which of course lead to me not using it at all.,1 of 5,Oct 14 2021

Outlook is niet mijn favoriete tool maar ik gebruik het omdat het goed met HubSpot zou samenwerken,2 of 5,Oct 13 2021

the add-in is not that bad but big issues: 1. you can't track emails that have been already sent 2. when you write an email containing bulletpoint lists and then you track it the bulletpoints disappear and have to add them again,3 of 5,Oct 13 2021

Nos apoya mucho en el seguimiento de los proyectos. Hay trazabilidad de hilos de conversación para saber el estado de cada negocio.,5 of 5,Oct 12 2021

The Outlook application keeps crashing on the local PC after the HubSpot connector has been installed.,1 of 5,Oct 12 2021

The integration is great but the fact that you don't really have a 2 way sync is very disappointing. Salesforce and every other CRM has a two way sync that matches the email address and automatically tracks the conversation instead of using a BCC which is tedious and makes it hard to keep unwanted contacts out of the CRM.,2 of 5,Oct 11 2021

The integration is not as intuitive as the one for Gmail - and has a tendency to stop working unexpectedly. Multiple sign ins are required...,3 of 5,Oct 11 2021

N/a . . ...........,2 of 5,Oct 8 2021

The integration does not work well it doesn't stay pinned it causes formatting issues IN the email itself. It takes 10x longer to type up an email just by having the sidebar open.,1 of 5,Oct 8 2021

Not ease to import and creat new contacts a lot repeted information must be entry acces to customer deals and documents attached difficult,2 of 5,Oct 8 2021

It is helpful to be able to track when emails were opened actions taken etc.,4 of 5,Oct 7 2021

Outlook Its ok works fine and attends my daily email needs. ssssssssssssssssssssssssssssssssssssssss,2 of 5,Oct 7 2021

Working excellent. Outlook is a great email communication tool for the business.,4 of 5,Oct 7 2021

Outlook is great and our main form of communication. Just could not get it to connect properly to HubSpot and didn't feel like we could get proper support at HubSpot to correct the problem. Super bummed.,1 of 5,Oct 7 2021

Very good experience in general. Outlook becomes a bit slower when HubSpot is embeded.,4 of 5,Oct 6 2021

The integration with Outlook is important but it isn't very smooth. I should clarify that we are using Outlook app on desktop not the webmail version. If the add-on is pinned it slows everything way down to the point where it takes longer to compose and send an email than if I just hopped over to HubSpot to copy a meeting or document link manually. It also strips random formatting out if you open the add-on after the initial email is composed. Overall we have to use it but it's not great.,3 of 5,Oct 5 2021

I'm going to be discontinuing using it as I have had clients who previously had no trouble receiving emails start having my emails go to their junk folder.,3 of 5,Oct 3 2021

Nos ha solucionado muchos temas en cuanto a la organización de la información estadísticas etc.,3 of 5,Sep 30 2021

On a Mac the HubSpot Add-in will only link to the Microsoft account you have signed into Outlook with it will not link to any other email account - even if you are using Outlook to check email from another provider.,1 of 5,Sep 30 2021

Outlook is working very well but I can't synchronize with HubSpot and I would like to know how can I solve it,2 of 5,Sep 29 2021

HubSpot loses it's loging 2-3 timse a month and this is damn annoying. Even using "remember me" it loses connectivity.,3 of 5,Sep 29 2021

It's good - integrates easily with Outlook and is user friendly. I like that it remembers who conversations with and logs their response automatically.,4 of 5,Sep 28 2021

HubSpot keeps asking me to login even when I tell it to remember me. It cannot tell me who opened an email only "someone" - with multiple people copied that does not help very much.,2 of 5,Sep 28 2021

HubSpot plugin does not work on Outlook Mac (Microsoft Business Standard package) — support is not helpful very little detail or information on how to troubleshoot on your website,1 of 5,Sep 28 2021

fine we retain records for all clients and potential clients good communications tool,3 of 5,Sep 28 2021

Outlook is working fine but it's the HubSpot integration that is giving me issues.,2 of 5,Sep 27 2021

Without Outlook we'd not be able to function. The plugin with HubSpot is honestly a bit wonky though. It's forced through Microsoft365 so that it's always there. It's stalled quite a few users though and we need to ensure that the plugin operates all the time.,3 of 5,Sep 24 2021

Its great. I love that I can simply add a contact to the database or look a contact up right from my Outlook account.,5 of 5,Sep 23 2021

Sim o Outlook funciona perfeito e a integração com o Hbspot facilita muito atualizar e seguir com os follow-ups das oportunidades.,5 of 5,Sep 23 2021

HubSpot works perfectly from my Macbook iPad iPhone. I am able to work my leads and opportunities from any place and on the road.,5 of 5,Sep 22 2021

The integration works well together. I recommend to anyone using both platforms and have no complaints,4 of 5,Sep 22 2021

as the plug in simply isn't working the is bringing frustration to the business and NO benefits,1 of 5,Sep 22 2021

No need to go into HubSpot for each prospect/customer insights. All necessary information available from within you Outlook,5 of 5,Sep 22 2021

Outlook is the first thing I look at. Most of my tasks from co-workers are sent to Outlook which helps me complete and clear out the tasks.,4 of 5,Sep 21 2021

I really hate this need to provide extra content... I'm busy. lkjflkjsaflkjsflkjsadlkjs,2 of 5,Sep 21 2021

It's a very helpful tool as an add-on to HubSpot but as mentioned above would be nice if it only tracked emails I asked it to or at least give me the option to switch tracking on/off,1 of 5,Sep 21 2021

The HubSpot integration with outlook only offers minimal HubSpot tools and is only functional less than half the time. I find myself uninstalling and reinstalling it more than using it. One of the reasons I use it the most is for attaching my meeting link and I find myself copying it directly from HubSpot rather than the integration since it works so infrequently.,2 of 5,Sep 20 2021

Sim funciona bem mas com HubSpot consigo segregar melhor meus leads. ooooo,4 of 5,Sep 20 2021

Overall Review looks good I am able to manage all my email in synchronized manner.,4 of 5,Sep 20 2021

Outlook funciona bien. El problema está en el complemento con HubSpot. Muchas veces se trancan los correos salientes.,3 of 5,Sep 17 2021

I wouldn't use the plugin. Use BCC if you can remember. The plugin slows Outlook to a crawl regardless of what you're trying to to (email / calendar).,1 of 5,Sep 17 2021

very difficult to work with. Confusing to set up. No documentation or phone support.,2 of 5,Sep 16 2021

We should have access to tutorials to understand and implement all functionalities.,5 of 5,Sep 16 2021

Outlook is alright but Id still prefer gmail over it. Outlook doesnt allow you to search comms easily unless the person has replied to you. Whereas in gmail you can pull up conversations seamlessly without any requirements.,2 of 5,Sep 15 2021

bem mas a sincronização e o acoplamento são ruins precisa melhorar inclusive na forma de fazer o acomplamento é pouco intuitivo,3 of 5,Sep 15 2021

I love the fact that it offers everything we need! From syncing with our other software applications our customer's calendars. my personal calendar. In addition to I'm a HUGE fan of Microsoft Teams!,5 of 5,Sep 14 2021

It's not working. It states that it is working but not with all the contacts and not with everyone.,2 of 5,Sep 14 2021

Outlook is very important for communication with clients and sharing pertinent information internally.,5 of 5,Sep 13 2021

Works well. Very good Idea beats Salesforce. I like the ease of it but have not worked long enough with the programm to give a final feedback about it.,4 of 5,Sep 13 2021

Outlook is working well for my regular communications. However I can see the benefits of using HubSpot and I do realize that it will time to become familiar and comfortable using HubSpot.,4 of 5,Sep 12 2021

Algunas veces tiene problemas. Se podría mejorar la aplicación incorporando algunos elementos de compatibilidad,5 of 5,Sep 11 2021

I love using Outlook. It is so easy to use and the integration between HubSpot and Outlook is so easy! It literally keeps track of all the emails I am sending to my customers so that I do not have to jump between the two systems. I can go to HubSpot and see every interaction with a particular customer without needing to search for them constantly in Outlook.,5 of 5,Sep 9 2021

die Integration funktioniert nicht bzw.hat ein Eigenleben wlches der Support nicht lösen kann,1 of 5,Sep 9 2021

I love the fact that i can track emails and know if they've been opened but.... the integration of HubSpot into Outlook sucks and Outlook crashes if not every day certainly every second day because of that integration.,3 of 5,Sep 9 2021

Works very well compared to our previous CRM Microsoft Dynamics. I think there are a few functionalities (as stated above) that could be improved but love the ability to track emails and to create deals and tasks directly from the email.,4 of 5,Sep 9 2021

Outlook is fine but the integration with HubSpot doesn't seem to work. Outlook on my phone just adds a layer of conflict with my BB Hub email overlay on Android - it doesn't integrate there either. My phone now is the only place that I can see all of my calendars and contacts in one place for example. So thumbs way down.,2 of 5,Sep 7 2021

Ha sido muy práctico permite un seguimiento puntual de los visitantes clientes e interesados en nuestros servicios.,5 of 5,Sep 7 2021

muy funcional ya que me notifica cuando el prospecto abre el correo y también marca cuantas veces lo abrió.,5 of 5,Sep 7 2021

Simple...just remember to use it on all communications. If you don't it might not sync up.,4 of 5,Sep 4 2021

When emailing someone for the first time if you toggle on the track and log it automatically sets the person as a Subscriber. The inability to change this is crippling. Salespeople can be reaching out to LEADS for the first time not people that've necessarily opted into marketing material. The fact that the Became a Subscriber Date is uneditable means uneditable wrong data that as far as I can think of right now means clean up for the gatekeeper of our data by way of deleting these contacts and reuploading them or having to ditch the extension,2 of 5,Sep 3 2021

Outlook funktioniert gut aber die Verbindung mit HubSpot nicht wirklich. Die Benutzerfreundlichkeit lässt sehr zu wünschen übrig.,1 of 5,Sep 3 2021

Outlook is the corporate communications platform and we must ensure all platforms we use can be integrated with Outlook in some way.,4 of 5,Sep 3 2021

it can be very beneficial unfortunately it just doesn't always go through.,2 of 5,Sep 3 2021

This app was very simple to install and set-up. We have been using it for several months and it is working great.,5 of 5,Sep 2 2021

L'intégration ne fonctionne pas dans Environnement Mac Os et l'on retrouve pas la snippet dans Outlook,2 of 5,Sep 2 2021

The integration works really well for us. We've had no problems at all and found that the support has been really good each time we've had a question (however silly the question actually is!). Being able to use the integration within the HubSpot CRM means we just log into one place to do everything communications wise with customers (other than phone calls but we'll be integrating that soon too!) and that saves time!,5 of 5,Sep 2 2021

The HubSpot integration allows me to see when my receivers open my emails which helps me follow up effectively.,5 of 5,Sep 1 2021

Lo dicho una funcionalidad mediocre e incómoda. No quiero trabajar con Outlook ya que el CRM tiene la gestión de correos SOLO querría el CRM y olvidarme de Outlook. Pero no puedo hacerlo porque los nuevos correos de contactos existentes no me llegan. Una decepción.,2 of 5,Sep 1 2021

outlook works well for our business as all on Microsoft but the HubSpot integration for outlook must be selected every time you send an email I was previously on google and you just signed in and it took care of the rest.,2 of 5,Sep 1 2021

Perfect there hasn't been any issues with using outlook.,5 of 5,Aug 31 2021

Outlook is having problems with HubSpot integration. Mainly with missing letters cursor moving to new places on the screen etc,3 of 5,Aug 31 2021

Experiência fantástica de uso. Rastreamento de email link para reuniões modelos e snippets disponíveis dentro do outlook,5 of 5,Aug 30 2021

Love being able to integrate the 2 programs - but the add on has made my outlook act very funky  slow and unusable at times ... when switching from calendar to email views- the screen will lag and not be completely viewabl e,1 of 5,Aug 30 2021

The purpose of the integration for my company was to enable working with HubSpot (adding contacts responding and tracking email etc.) directly from outlook. The add-in is very comfortable to use but my desktop Outlook keeps shutting it down as it constantly crashes it.. Also - it's very annoying that you have to log in every time and it doesn't remember you.,2 of 5,Aug 29 2021

The Outlook integration is great when it works correctly. often I have to "pop-out" my email to make the HubSpot functions available otherwise they're grayed out. Also can lock up Outlook for several minutes at a time.,3 of 5,Aug 27 2021

Leider vergisst das Add-On immer die Zugangsdaten. Das Add-On ist damit einfach nicht sinnvoll nutzbar. In der Hilfe sind dazu keine sinnvollen Informationen zu finden. Die Internet-Optionen in der Art und Weise zu öffnen ist leider keine Option.,1 of 5,Aug 27 2021

HubSpot keeps freezing and crashing in Outlook causing me to have to disable it or not keep it running meaning I have to try and remember to log emails as and when necessary.,1 of 5,Aug 27 2021

We have swapped to G Suite and now all working well. We were using Office 365 that we had purchased through GoDaddy - this prevented the integration from working properly.,2 of 5,Aug 27 2021

Unable to use it the way I would like to use the add on. Would like to see a window into HubSpot about that contact and not just use it for logging considering I can't manage my communications in HubSpot.,1 of 5,Aug 27 2021

Funciona bien pero si seria bueno que pudieran tener también la forma de creación de tickets desde el complemento.,2 of 5,Aug 26 2021

Good nothing yet I am very happy with the HubSpot Tie In XXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXXX,5 of 5,Aug 26 2021

mmm... es pasable....................................................................................................,2 of 5,Aug 26 2021

Makes business a pleasure all while allowing me to work on other platforms at the same time. keeping everything organized is a must.,5 of 5,Aug 24 2021

My original HubSpot account via Gmail has been connected to my Outlook account. I would like to separate both as they are 2 separate businesses. HubSpot would not allow hence my Outlook integration feels almost inactive compared to my experience with my Gmail integration.,3 of 5,Aug 24 2021

Very easy to navigate. Simple to train new staff and keep updated. If looking for a CRM this is a great option,4 of 5,Aug 23 2021

I feel that it is a good program that allows a smoother work flow and allows greater efficiency.,4 of 5,Aug 23 2021

outlook is fine - its the HS integration that is an issue. will not let me save,1 of 5,Aug 23 2021

Very valuable for many tasks. No other solution offers the same stability and functions.,2 of 5,Aug 23 2021

Outlook works well on its own HubSpot has trouble with a stable integration,1 of 5,Aug 22 2021

Outlooks works fine on my Mac and is my preferred desk top solution for email and calendar management.,1 of 5,Aug 21 2021

It works well to add and track emails we receive and send out to customers. I would ideally like to see the adding of the BCC address more automated like it happens with the Gmail add-in. Right now you have to remember to click on the add-in to have the email tracked and recorded.,4 of 5,Aug 19 2021

Outlook is croitical so is a CRM that optimizes my speed. HubSpot's integration with outlook is great.,5 of 5,Aug 18 2021

It is taking me 5X as long to send any email. I get a spinning wheel each time,1 of 5,Aug 18 2021

The combination of the 2 technologies is invaluable. It is much appreciated.,5 of 5,Aug 18 2021

This works fine when you can log into it. Other than that it is okay to use.,4 of 5,Aug 17 2021

Well I used get notifications from HubSpot whenever someone opened the email I sent (tracking emails) but then it just stopped. These notifications are important for me to followup on people interested in what we are providing. Do you guys know how to turn it back on?,3 of 5,Aug 17 2021

I feel this is a breach of privacy integrity and confidentiality for both myself and my clients and is not in accordance with the laws of my jurisdiction,1 of 5,Aug 16 2021

Easy installation of plugin works fast. In my work it is most important to get known unfinished pending issues like Sales Order number in system and tracking number for shipment. These two things are the things I needed to dig up from notes and paper notes. While you're out of office it also cuts off 'response time' when I can check these things very quickly. So far the plugin is not showing all needed information but helps a lot to jump into customer record. I would recommend to use HubSpot plugin with Outlook.,3 of 5,Aug 13 2021

Outlook sucks! I have been using HubSpot in conjunction with GSuite - and it has been a dream. With O365 now I have no sense of how the integration is working.,2 of 5,Aug 12 2021

ccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccccc,1 of 5,Aug 11 2021

I am really happy with the ease at which it is working. Very impressed so far I'm just 1 month in.,4 of 5,Aug 11 2021

Overall review may not differ much from my above remarks. It's not easier than I thought aleast compared to the Gsuite extension. May be should explore other CRMs I dont know.,1 of 5,Aug 11 2021

Outlook is working great but setting up the integration with HubSpot was a bit challenging for me.,3 of 5,Aug 11 2021

The questions in this survey only names Outlook is it about the integration with HubSpot? Overall Hubpost is dramatic with Outlook. User unfriendly sticked in the application and sharing all in HubSpot.,1 of 5,Aug 10 2021

Outlook is crucial for my correspondence with important leads. However with this HubSpot integration I noticed that my keyboard cursors are not smooth and the email page is also jumpy.,2 of 5,Aug 10 2021

Overall it works well. With one big exception. The calendar! HubSpot does not create property/value for the meeting date and time when the meeting is set using the outlook integration. This causes lots of issues for us that we have to put in manual work arounds to address.,3 of 5,Aug 9 2021

Outlook has everything I need from a mail client. I'm not interested in switching mail client.,3 of 5,Aug 9 2021

They work well individually not together a lot of messing about I want simplicity,3 of 5,Aug 6 2021

It's frustrating to use at times when the addon triggers a cursor jump to the end of the email since it's inserting the tracking pixel. This often means that I start typing at the end of the email.,3 of 5,Aug 5 2021

I have multiple businesses and inboxes. HubSpot integration is all or nothing. I have no ability to only integrate certain inboxes,2 of 5,Aug 5 2021

Los correos no quedan alojados en la empresa correctamente tengo dificultad por lo tanto para hacer seguimiento,1 of 5,Aug 4 2021

Outook por si solo funciona bien rapido y efectivo. Tras realizar integracion con HB se enlentece y se queda constantemente pegado en cada correo que envio ademas que cada cierto tiempo se desconfigura (se desinstala la integracion) momento que nuevamente el correo funciona bien hasta que nuevamente realizo integracion.,2 of 5,Aug 4 2021

works well. the email tracking seems to have quit working. I've toggled the feature off and on but it is no longer tracking in my HubSpot.,4 of 5,Aug 4 2021

ich muss jeden Tag das Add on neu installieren und mich neu anmelden. Das ist unnötig.,1 of 5,Aug 4 2021

For me it has worked well. At times the plugin will disrupt my flow with a slight window error or notification. The difficult part for me was onboarding the sales team to use this plugin.,3 of 5,Aug 3 2021

Outlook funciona bien nos ha ayudado a mantener un registro de las interacciones con los clientes.,2 of 5,Aug 3 2021

HubSpot is great however integration with outlook is not on point yet. Due to two-factor authentication complete and automatic linking of in and outgoing e-mails is not entirely correct.,2 of 5,Aug 3 2021

Impact majeur pour assurer le succès de mes entreprises. Cet outil jumeler à HubSpot me permet de mieux performer quotidiennement.,5 of 5,Aug 2 2021

Outlook is good. The integration of a calendar into the same app as my email is very helpful and the daily reminders helps keep me on track. That said the integration with HubSpot is not good. The fact that I have to remember to add a bcc address on every email makes it inconsistent to keep track of my emails. On top of that Even when I have the integrated plugin for recording every communication automatically turned on it doesn’t work. So my review is less of HubSpot or Outlook and more of the integration between the two.,1 of 5,Aug 2 2021

Ich bin mit dem jetzigen Stand von Outlook mit der Integration in HubSpot wirklich zufrieden. Es erleichtert und automatisiert viele Prozesse sehr stark.,5 of 5,Aug 2 2021

[pki[pk'poi [o [po ]o ] o[ o[ k;poj';op op[ [ uyuioyiuyuiyoiyiy98y9y9oy9p8yp9;oiiup8up0,1 of 5,Jul 30 2021

Outlook ist für mich ein Tool in dem ein Großteil meiner Kommunikationskanäle aufläuft. Die Integration von HubSpot in Outlook hilft mir dabei nicht mehrere Orte des Fokus schaffen zu müssen und zwischen Systemen hin und her zu springen und dabei Ablenkung zu erzeugen.,4 of 5,Jul 30 2021

Outlook works well for what we do as a business. Outlook 365'has taken some getting used to. Hub spot so far has been awesome.,4 of 5,Jul 29 2021

